nyelv,count
magyar,0
magyar,4
magyar,3
magyar,5
magyar,5
magyar,0
magyar,0
magyar,7
magyar,0
magyar,21
magyar,3
magyar,0
magyar,11
magyar,17
magyar,0
magyar,0
magyar,2
magyar,0
magyar,2
magyar,1
magyar,2
magyar,1
magyar,15
magyar,0
magyar,5
magyar,0
magyar,6
magyar,22
magyar,0
magyar,1
magyar,3
magyar,13
magyar,4
magyar,6
magyar,14
magyar,2
magyar,7
magyar,1
magyar,2
magyar,3
magyar,2
magyar,3
magyar,1
magyar,1
magyar,0
magyar,1
magyar,0
magyar,1
magyar,2
magyar,1
magyar,0
magyar,1
magyar,1
magyar,0
magyar,1
magyar,0
magyar,0
magyar,2
magyar,1
magyar,1
magyar,0
magyar,1
magyar,3
magyar,1
magyar,1
magyar,1
magyar,1
magyar,0
magyar,1
magyar,7
magyar,0
magyar,5
magyar,0
magyar,2
magyar,3
magyar,0
magyar,4
magyar,0
magyar,0
magyar,2
magyar,7
magyar,1
magyar,2
magyar,0
magyar,0
magyar,18
magyar,7
magyar,4
magyar,1
magyar,2
magyar,4
magyar,3
magyar,0
magyar,0
magyar,2
magyar,5
magyar,0
magyar,1
magyar,12
magyar,7
magyar,2
magyar,0
magyar,1
magyar,2
magyar,1
magyar,1
magyar,0
magyar,3
magyar,1
magyar,6
magyar,4
magyar,6
magyar,63
magyar,0
magyar,2
magyar,0
magyar,0
magyar,0
magyar,1
magyar,0
magyar,8
magyar,2
magyar,4
magyar,2
magyar,10
magyar,3
magyar,2
magyar,1
magyar,6
magyar,3
magyar,12
magyar,2
magyar,1
magyar,9
magyar,19
magyar,6
magyar,2
magyar,1
magyar,3
magyar,0
magyar,8
magyar,0
magyar,25
magyar,2
magyar,17
magyar,15
magyar,5
magyar,8
magyar,0
magyar,0
magyar,0
magyar,1
magyar,5
magyar,2
magyar,6
magyar,3
magyar,5
magyar,11
magyar,0
magyar,0
magyar,1
magyar,2
magyar,8
magyar,1
magyar,3
magyar,30
magyar,1
magyar,0
magyar,1
magyar,1
magyar,0
magyar,11
magyar,3
magyar,0
magyar,26
magyar,0
magyar,0
magyar,0
magyar,1
magyar,1
magyar,3
magyar,2
magyar,1
magyar,1
magyar,1
magyar,1
magyar,3
magyar,8
magyar,1
magyar,2
magyar,8
magyar,1
magyar,27
magyar,0
magyar,0
magyar,0
magyar,1
magyar,0
magyar,32
magyar,12
magyar,0
magyar,0
magyar,0
magyar,13
magyar,1
magyar,1
magyar,2
magyar,0
magyar,23
magyar,1
magyar,1
magyar,1
magyar,1
magyar,3
magyar,0
magyar,14
magyar,2
magyar,4
magyar,1
magyar,1
magyar,0
magyar,8
magyar,0
magyar,0
magyar,0
magyar,71
magyar,2
magyar,2
magyar,6
magyar,10
magyar,9
magyar,1
magyar,1
magyar,1
magyar,1
magyar,30
magyar,1
magyar,3
magyar,1
magyar,2
magyar,0
magyar,1
magyar,3
magyar,0
magyar,2
magyar,6
magyar,1
magyar,2
magyar,1
magyar,3
magyar,4
magyar,3
magyar,4
magyar,0
magyar,13
magyar,0
magyar,0
magyar,0
magyar,1
magyar,2
magyar,3
magyar,10
magyar,1
magyar,0
magyar,6
magyar,4
magyar,4
magyar,7
magyar,5
magyar,0
magyar,0
magyar,1
magyar,0
magyar,7
magyar,0
magyar,0
magyar,22
magyar,1
magyar,1
magyar,2
magyar,1
magyar,1
magyar,1
magyar,0
magyar,3
magyar,0
magyar,2
magyar,58
magyar,0
magyar,11
magyar,2
magyar,1
magyar,1
magyar,0
magyar,1
magyar,2
magyar,1
magyar,0
magyar,23
magyar,1
magyar,1
magyar,0
magyar,1
magyar,13
magyar,20
magyar,1
magyar,0
magyar,1
magyar,1
magyar,0
magyar,1
magyar,6
magyar,4
magyar,1
magyar,1
magyar,1
magyar,0
magyar,0
magyar,1
magyar,2
magyar,1
magyar,0
magyar,0
magyar,0
magyar,2
magyar,5
magyar,3
magyar,2
magyar,9
magyar,1
magyar,1
magyar,1
magyar,0
magyar,54
magyar,37
magyar,1
magyar,1
magyar,4
magyar,4
magyar,2
magyar,0
magyar,3
magyar,0
magyar,1
magyar,2
magyar,1
magyar,1
magyar,120
magyar,102
magyar,1
magyar,5
magyar,1
magyar,0
magyar,0
magyar,0
magyar,1
magyar,16
magyar,2
magyar,1
magyar,0
magyar,4
magyar,1
magyar,3
magyar,7
magyar,16
magyar,3
magyar,3
magyar,0
magyar,4
magyar,5
magyar,0
magyar,4
magyar,3
magyar,0
magyar,1
magyar,0
magyar,0
magyar,2
magyar,0
magyar,12
magyar,6
magyar,4
magyar,1
magyar,2
magyar,13
magyar,0
magyar,2
magyar,1
magyar,0
magyar,1
magyar,8
magyar,4
magyar,1
magyar,17
magyar,0
magyar,6
magyar,1
magyar,2
magyar,5
magyar,2
magyar,0
magyar,3
magyar,1
magyar,0
magyar,17
magyar,5
magyar,2
magyar,11
magyar,2
magyar,5
magyar,2
magyar,1
magyar,1
magyar,2
magyar,2
magyar,1
magyar,1
magyar,20
magyar,2
magyar,1
magyar,0
magyar,7
magyar,3
magyar,2
magyar,15
magyar,0
magyar,1
magyar,3
magyar,0
magyar,2
magyar,40
magyar,0
magyar,1
magyar,66
magyar,0
magyar,1
magyar,0
magyar,4
magyar,18
magyar,6
magyar,0
magyar,0
magyar,1
magyar,5
magyar,0
magyar,134
magyar,1
magyar,1
magyar,5
magyar,18
magyar,3
magyar,0
magyar,1
magyar,1
magyar,3
magyar,0
magyar,25
magyar,9
magyar,8
magyar,6
magyar,0
magyar,16
magyar,5
magyar,6
magyar,2
magyar,0
magyar,15
magyar,0
magyar,1
magyar,75
magyar,0
magyar,0
magyar,1
magyar,2
magyar,6
magyar,1
magyar,2
magyar,2
magyar,7
magyar,21
magyar,1
magyar,1
magyar,0
magyar,2
magyar,14
magyar,1
magyar,21
magyar,39
magyar,0
magyar,17
magyar,24
magyar,0
magyar,13
magyar,10
magyar,2
magyar,1
magyar,4
magyar,12
magyar,0
magyar,5
magyar,19
magyar,19
magyar,1
magyar,41
magyar,1
magyar,0
magyar,26
magyar,18
magyar,0
magyar,0
magyar,10
magyar,2
magyar,6
magyar,0
magyar,0
magyar,1
magyar,5
magyar,3
magyar,1
magyar,2
magyar,2
magyar,1
magyar,0
magyar,0
magyar,1
magyar,1
magyar,1
magyar,2
magyar,1
magyar,1
magyar,0
magyar,0
magyar,1
magyar,6
magyar,6
magyar,3
magyar,13
magyar,0
magyar,1
magyar,2
magyar,0
magyar,6
magyar,13
magyar,0
magyar,0
magyar,18
magyar,1
magyar,0
magyar,1
magyar,2
magyar,2
magyar,0
magyar,2
magyar,1
magyar,8
magyar,5
magyar,0
magyar,0
magyar,13
magyar,0
magyar,2
magyar,8
magyar,0
magyar,2
magyar,0
magyar,0
magyar,11
magyar,3
magyar,1
magyar,10
magyar,6
magyar,3
magyar,42
magyar,3
magyar,1
magyar,0
magyar,1
magyar,1
magyar,34
magyar,0
magyar,6
magyar,0
magyar,0
magyar,6
magyar,6
magyar,0
magyar,5
magyar,1
magyar,0
magyar,1
magyar,1
magyar,2
magyar,0
magyar,2
magyar,1
magyar,0
magyar,0
magyar,1
magyar,4
magyar,33
magyar,1
magyar,9
magyar,0
magyar,2
magyar,5
magyar,1
magyar,1
magyar,43
magyar,0
magyar,1
magyar,0
magyar,1
magyar,8
magyar,0
magyar,0
magyar,0
magyar,1
magyar,9
magyar,0
magyar,13
magyar,0
magyar,1
magyar,3
magyar,1
magyar,1
magyar,0
magyar,6
magyar,0
magyar,1
magyar,1
magyar,5
magyar,1
magyar,2
magyar,35
magyar,0
magyar,27
magyar,1
magyar,1
magyar,32
magyar,18
magyar,7
magyar,0
magyar,4
magyar,1
magyar,1
magyar,1
magyar,3
magyar,2
magyar,3
magyar,6
magyar,13
magyar,0
magyar,7
magyar,2
magyar,4
magyar,1
magyar,4
magyar,2
magyar,0
magyar,0
magyar,0
magyar,1
magyar,0
magyar,6
magyar,0
magyar,21
magyar,14
magyar,3
magyar,1
magyar,1
magyar,1
magyar,0
magyar,2
magyar,2
magyar,0
magyar,0
magyar,15
magyar,1
magyar,1
magyar,2
magyar,7
magyar,0
magyar,2
magyar,2
magyar,3
magyar,1
magyar,1
magyar,3
magyar,5
magyar,3
magyar,60
magyar,0
magyar,22
magyar,27
magyar,23
magyar,1
magyar,1
magyar,3
magyar,2
magyar,1
magyar,0
magyar,5
magyar,2
magyar,0
magyar,3
magyar,1
magyar,1
magyar,6
magyar,0
magyar,1
magyar,4
magyar,3
magyar,3
magyar,0
magyar,1
magyar,2
magyar,3
magyar,1
magyar,1
magyar,2
magyar,7
magyar,2
magyar,1
magyar,1
magyar,5
magyar,39
magyar,26
magyar,2
magyar,4
magyar,0
magyar,3
magyar,1
magyar,0
magyar,2
magyar,0
magyar,3
magyar,7
magyar,6
magyar,2
magyar,7
magyar,0
magyar,1
magyar,2
magyar,2
magyar,20
magyar,18
magyar,20
magyar,22
magyar,5
magyar,34
magyar,1
magyar,4
magyar,2
magyar,1
magyar,0
magyar,0
magyar,1
magyar,2
magyar,4
magyar,3
magyar,0
magyar,15
magyar,18
magyar,7
magyar,21
magyar,20
magyar,1
magyar,0
magyar,0
magyar,13
magyar,0
magyar,18
magyar,5
magyar,25
magyar,0
magyar,0
magyar,3
magyar,0
magyar,0
magyar,3
magyar,3
magyar,1
magyar,1
magyar,0
magyar,1
magyar,45
magyar,7
magyar,9
magyar,13
magyar,7
magyar,11
magyar,3
magyar,4
magyar,0
magyar,1
magyar,1
magyar,0
magyar,1
magyar,0
magyar,1
magyar,1
magyar,4
magyar,2
magyar,1
magyar,0
magyar,2
magyar,10
magyar,8
magyar,8
magyar,2
magyar,10
magyar,4
magyar,0
magyar,8
magyar,6
magyar,4
magyar,4
magyar,5
magyar,0
magyar,1
magyar,88
magyar,5
magyar,1
magyar,0
magyar,1
magyar,0
magyar,1
magyar,8
magyar,0
magyar,3
magyar,1
magyar,5
magyar,1
magyar,0
magyar,1
magyar,0
magyar,2
magyar,0
magyar,4
magyar,0
magyar,1
magyar,2
magyar,2
magyar,6
magyar,2
magyar,10
magyar,0
magyar,2
magyar,1
magyar,2
magyar,4
magyar,1
magyar,7
magyar,5
magyar,2
magyar,0
magyar,2
magyar,1
magyar,44
magyar,0
magyar,0
magyar,1
magyar,2
magyar,0
magyar,5
magyar,6
magyar,4
magyar,0
magyar,4
magyar,23
magyar,21
magyar,1
magyar,1
magyar,7
magyar,2
magyar,3
magyar,0
magyar,3
magyar,1
magyar,0
magyar,0
magyar,0
magyar,0
magyar,6
magyar,6
magyar,0
magyar,1
magyar,5
magyar,30
magyar,2
magyar,0
magyar,0
magyar,1
magyar,1
magyar,0
magyar,2
magyar,0
magyar,1
magyar,8
magyar,8
magyar,3
magyar,3
magyar,1
magyar,3
magyar,2
magyar,1
magyar,13
magyar,3
magyar,11
magyar,2
magyar,1
magyar,8
magyar,1
magyar,7
magyar,0
magyar,2
magyar,3
magyar,0
magyar,1
magyar,1
magyar,0
magyar,1
magyar,7
magyar,0
magyar,0
magyar,2
magyar,1
magyar,14
magyar,16
magyar,2
magyar,0
magyar,1
magyar,9
magyar,7
magyar,18
magyar,18
magyar,9
magyar,0
magyar,53
magyar,21
magyar,4
magyar,4
magyar,23
magyar,0
magyar,1
magyar,2
magyar,0
magyar,0
magyar,18
magyar,4
magyar,2
magyar,0
magyar,0
magyar,0
magyar,1
magyar,6
magyar,1
magyar,5
magyar,1
magyar,9
magyar,6
magyar,3
magyar,32
magyar,14
magyar,1
magyar,13
magyar,1
magyar,6
magyar,2
magyar,1
magyar,2
magyar,1
magyar,7
magyar,16
magyar,3
magyar,44
magyar,27
magyar,0
magyar,4
magyar,0
magyar,1
magyar,2
magyar,4
magyar,0
magyar,33
magyar,0
magyar,13
magyar,18
magyar,1
magyar,4
magyar,34
magyar,0
magyar,0
magyar,1
magyar,13
magyar,2
magyar,2
magyar,2
magyar,4
magyar,2
magyar,1
magyar,3
magyar,6
magyar,59
magyar,7
magyar,4
magyar,3
magyar,0
magyar,4
magyar,6
magyar,2
magyar,37
magyar,1
magyar,36
magyar,2
magyar,0
magyar,1
magyar,3
magyar,3
magyar,1
magyar,1
magyar,0
magyar,1
magyar,7
magyar,4
magyar,0
magyar,59
magyar,5
magyar,17
magyar,2
magyar,2
magyar,1
magyar,5
magyar,4
magyar,0
magyar,5
magyar,2
magyar,3
magyar,2
magyar,1
magyar,0
magyar,0
magyar,5
magyar,2
magyar,1
magyar,1
magyar,0
magyar,2
magyar,1
magyar,5
magyar,34
magyar,0
magyar,0
magyar,0
magyar,5
magyar,2
magyar,9
magyar,3
magyar,3
magyar,2
magyar,4
magyar,1
magyar,0
magyar,2
magyar,0
magyar,23
magyar,0
magyar,2
magyar,1
magyar,1
magyar,4
magyar,1
magyar,1
magyar,7
magyar,11
magyar,0
magyar,3
magyar,5
magyar,4
magyar,2
magyar,2
magyar,5
magyar,4
magyar,2
magyar,2
magyar,5
magyar,0
magyar,2
magyar,1
magyar,0
magyar,62
magyar,5
magyar,3
magyar,4
magyar,1
magyar,7
magyar,1
magyar,3
magyar,5
magyar,1
magyar,1
magyar,7
magyar,4
magyar,47
magyar,1
magyar,10
magyar,69
magyar,1
magyar,1
magyar,31
magyar,1
magyar,7
magyar,4
magyar,1
magyar,2
magyar,1
magyar,1
magyar,1
magyar,4
magyar,0
magyar,5
magyar,1
magyar,4
magyar,5
magyar,0
magyar,1
magyar,4
magyar,4
magyar,4
magyar,1
magyar,1
magyar,2
magyar,7
magyar,2
magyar,1
magyar,2
magyar,10
magyar,0
magyar,9
magyar,1
magyar,0
magyar,3
magyar,3
magyar,0
magyar,2
magyar,3
magyar,5
magyar,1
magyar,3
magyar,31
magyar,3
magyar,32
magyar,3
magyar,2
magyar,2
magyar,30
magyar,1
magyar,5
magyar,0
magyar,3
magyar,0
magyar,9
magyar,2
magyar,3
magyar,5
magyar,0
magyar,1
magyar,10
magyar,1
magyar,15
magyar,24
magyar,0
magyar,1
magyar,1
magyar,1
magyar,0
magyar,0
magyar,0
magyar,18
magyar,8
magyar,12
magyar,1
magyar,29
magyar,7
magyar,1
magyar,0
magyar,10
magyar,10
magyar,10
magyar,22
magyar,1
magyar,1
magyar,6
magyar,8
magyar,3
magyar,10
magyar,29
magyar,2
magyar,2
magyar,1
magyar,2
magyar,38
magyar,2
magyar,11
magyar,3
magyar,28
magyar,3
magyar,2
magyar,0
magyar,0
magyar,47
magyar,5
magyar,3
magyar,6
magyar,1
magyar,3
magyar,32
magyar,1
magyar,9
magyar,1
magyar,7
magyar,1
magyar,59
magyar,2
magyar,1
magyar,1
magyar,4
magyar,2
magyar,4
magyar,1
magyar,1
magyar,2
magyar,10
magyar,5
magyar,3
magyar,15
magyar,2
magyar,18
magyar,21
magyar,1
magyar,14
magyar,31
magyar,14
magyar,16
magyar,10
magyar,10
magyar,13
magyar,1
magyar,0
magyar,3
magyar,8
magyar,5
magyar,5
magyar,1
magyar,7
magyar,1
magyar,2
magyar,3
magyar,5
magyar,2
magyar,6
magyar,1
magyar,3
magyar,1
magyar,13
magyar,18
magyar,2
magyar,0
magyar,8
magyar,4
magyar,8
magyar,3
magyar,1
magyar,1
magyar,5
magyar,1
magyar,8
magyar,47
magyar,1
magyar,80
magyar,54
magyar,2
magyar,1
magyar,1
magyar,2
magyar,2
magyar,0
magyar,3
magyar,26
magyar,1
magyar,1
magyar,7
magyar,4
magyar,4
magyar,4
magyar,1
magyar,9
magyar,0
magyar,0
magyar,7
magyar,0
magyar,7
magyar,0
magyar,5
magyar,5
magyar,1
magyar,1
magyar,2
magyar,3
magyar,1
magyar,2
magyar,1
magyar,0
magyar,9
magyar,6
magyar,1
magyar,0
magyar,3
magyar,2
magyar,4
magyar,5
magyar,6
magyar,29
magyar,5
magyar,1
